long,lat,group,region,subregion,polyname
-80.173980712890625,35.17387771606445,1860,north carolina,anson,"north carolina,anson"
-80.16252136230469,35.17961120605469,1860,north carolina,anson,"north carolina,anson"
-80.15106964111328,35.17387771606445,1860,north carolina,anson,"north carolina,anson"
-80.15106964111328,35.18533706665039,1860,north carolina,anson,"north carolina,anson"
-80.13961029052734,35.19106674194336,1860,north carolina,anson,"north carolina,anson"
-80.13387298583984,35.19106674194336,1860,north carolina,anson,"north carolina,anson"
-80.1224136352539,35.17387771606445,1860,north carolina,anson,"north carolina,anson"
-80.09950256347656,35.162418365478516,1860,north carolina,anson,"north carolina,anson"
-80.07658386230469,35.15095901489258,1860,north carolina,anson,"north carolina,anson"
-80.082305908203125,35.139503479003906,1860,north carolina,anson,"north carolina,anson"
-80.07085418701172,35.1280403137207,1860,north carolina,anson,"north carolina,anson"
-80.01355743408203,35.093666076660156,1860,north carolina,anson,"north carolina,anson"
-79.9963607788086,35.093666076660156,1860,north carolina,anson,"north carolina,anson"
-79.97917938232422,35.11085510253906,1860,north carolina,anson,"north carolina,anson"
-79.9448013305664,35.122310638427734,1860,north carolina,anson,"north carolina,anson"
-79.92188262939453,35.11658477783203,1860,north carolina,anson,"north carolina,anson"
-79.9104232788086,35.11085510253906,1860,north carolina,anson,"north carolina,anson"
-79.9104232788086,35.08793640136719,1860,north carolina,anson,"north carolina,anson"
-79.904693603515625,35.07647705078125,1860,north carolina,anson,"north carolina,anson"
-79.87032318115234,35.053558349609375,1860,north carolina,anson,"north carolina,anson"
-79.86458587646484,35.04209899902344,1860,north carolina,anson,"north carolina,anson"
-79.88750457763672,35.013450622558594,1860,north carolina,anson,"north carolina,anson"
-79.88177490234375,35.001991271972656,1860,north carolina,anson,"north carolina,anson"
-79.858856201171875,34.98480224609375,1860,north carolina,anson,"north carolina,anson"
-79.8531265258789,34.97907257080078,1860,north carolina,anson,"north carolina,anson"
-79.858856201171875,34.9504280090332,1860,north carolina,anson,"north carolina,anson"
-79.8359375,34.916046142578125,1860,north carolina,anson,"north carolina,anson"
-79.84166717529297,34.893131256103516,1860,north carolina,anson,"north carolina,anson"
-79.8531265258789,34.88167190551758,1860,north carolina,anson,"north carolina,anson"
-79.88750457763672,34.86448287963867,1860,north carolina,anson,"north carolina,anson"
-79.89896392822266,34.847293853759766,1860,north carolina,anson,"north carolina,anson"
-79.9104232788086,34.807186126708984,1860,north carolina,anson,"north carolina,anson"
-81.29698181152344,36.37709045410156,1861,north carolina,ashe,"north carolina,ashe"
-81.33135986328125,36.3885498046875,1861,north carolina,ashe,"north carolina,ashe"
-81.37146759033203,36.365631103515625,1861,north carolina,ashe,"north carolina,ashe"
-81.38292694091797,36.359901428222656,1861,north carolina,ashe,"north carolina,ashe"
-81.36573791503906,36.33125305175781,1861,north carolina,ashe,"north carolina,ashe"
-81.37146759033203,36.30833435058594,1861,north carolina,ashe,"north carolina,ashe"
-81.38292694091797,36.2911491394043,1861,north carolina,ashe,"north carolina,ashe"
-81.3943862915039,36.2911491394043,1861,north carolina,ashe,"north carolina,ashe"
-81.42303466796875,36.2911491394043,1861,north carolina,ashe,"north carolina,ashe"
-81.440216064453125,36.279685974121094,1861,north carolina,ashe,"north carolina,ashe"
-81.45741271972656,36.26823043823242,1861,north carolina,ashe,"north carolina,ashe"
-81.4803237915039,36.26823043823242,1861,north carolina,ashe,"north carolina,ashe"
-81.50325012207031,36.233848571777344,1861,north carolina,ashe,"north carolina,ashe"
-81.56053924560547,36.279685974121094,1861,north carolina,ashe,"north carolina,ashe"
-81.577728271484375,36.28541564941406,1861,north carolina,ashe,"north carolina,ashe"
-81.6350326538086,36.33698272705078,1861,north carolina,ashe,"north carolina,ashe"
-81.65794372558594,36.34844207763672,1861,north carolina,ashe,"north carolina,ashe"
-81.70378112792969,36.371360778808594,1861,north carolina,ashe,"north carolina,ashe"
-81.7209701538086,36.38282012939453,1861,north carolina,ashe,"north carolina,ashe"
-81.74388885498047,36.405738830566406,1861,north carolina,ashe,"north carolina,ashe"
-81.7209701538086,36.44011306762695,1861,north carolina,ashe,"north carolina,ashe"
-81.69805145263672,36.47449493408203,1861,north carolina,ashe,"north carolina,ashe"
-81.70378112792969,36.50313949584961,1861,north carolina,ashe,"north carolina,ashe"
-81.70951080322266,36.526058197021484,1861,north carolina,ashe,"north carolina,ashe"
-81.70378112792969,36.55470657348633,1861,north carolina,ashe,"north carolina,ashe"
-81.67513275146484,36.58335494995117,1861,north carolina,ashe,"north carolina,ashe"
-81.646484375,36.59481430053711,1861,north carolina,ashe,"north carolina,ashe"
-81.36573791503906,36.5776252746582,1861,north carolina,ashe,"north carolina,ashe"
-81.37146759033203,36.55470657348633,1861,north carolina,ashe,"north carolina,ashe"
-81.3542709350586,36.526058197021484,1861,north carolina,ashe,"north carolina,ashe"
-81.3027114868164,36.4859504699707,1861,north carolina,ashe,"north carolina,ashe"
-81.29125213623047,36.46876525878906,1861,north carolina,ashe,"north carolina,ashe"
-81.27979278564453,36.44584655761719,1861,north carolina,ashe,"north carolina,ashe"
-81.29698181152344,36.37709045410156,1861,north carolina,ashe,"north carolina,ashe"
-81.9902572631836,35.918724060058594,1862,north carolina,avery,"north carolina,avery"
-82.01317596435547,35.93018341064453,1862,north carolina,avery,"north carolina,avery"
-82.05901336669922,35.97029113769531,1862,north carolina,avery,"north carolina,avery"
-82.08766174316406,35.98175048828125,1862,north carolina,avery,"north carolina,avery"
-82.05329132080078,36.004669189453125,1862,north carolina,avery,"north carolina,avery"
-82.0819320678711,36.10206985473633,1862,north carolina,avery,"north carolina,avery"
-82.04756164550781,36.119258880615234,1862,north carolina,avery,"north carolina,avery"
-82.01317596435547,36.13644790649414,1862,north carolina,avery,"north carolina,avery"
-81.97879791259766,36.210933685302734,1862,north carolina,avery,"north carolina,avery"
-81.9329605102539,36.25676727294922,1862,north carolina,avery,"north carolina,avery"
-81.92723846435547,36.26249694824219,1862,north carolina,avery,"north carolina,avery"
-81.86994171142578,36.325523376464844,1862,north carolina,avery,"north carolina,avery"
-81.8470230102539,36.251041412353516,1862,north carolina,avery,"north carolina,avery"
-81.8470230102539,36.233848571777344,1862,north carolina,avery,"north carolina,avery"
-81.85847473144531,36.233848571777344,1862,north carolina,avery,"north carolina,avery"
-81.86994171142578,36.233848571777344,1862,north carolina,avery,"north carolina,avery"
-81.87567138671875,36.22812271118164,1862,north carolina,avery,"north carolina,avery"
-81.85847473144531,36.1994743347168,1862,north carolina,avery,"north carolina,avery"
-81.85847473144531,36.17655563354492,1862,north carolina,avery,"north carolina,avery"
-81.829833984375,36.165096282958984,1862,north carolina,avery,"north carolina,avery"
-81.81837463378906,36.113529205322266,1862,north carolina,avery,"north carolina,avery"
-81.76679992675781,36.06196594238281,1862,north carolina,avery,"north carolina,avery"
-81.81263732910156,35.96455764770508,1862,north carolina,avery,"north carolina,avery"
-81.85847473144531,35.98175048828125,1862,north carolina,avery,"north carolina,avery"
-81.87567138671875,35.98747634887695,1862,north carolina,avery,"north carolina,avery"
-81.90431213378906,36.01612854003906,1862,north carolina,avery,"north carolina,avery"
-81.94441986083984,35.98175048828125,1862,north carolina,avery,"north carolina,avery"
-81.94441986083984,35.97602081298828,1862,north carolina,avery,"north carolina,avery"
-81.95014953613281,35.96455764770508,1862,north carolina,avery,"north carolina,avery"
-81.96734619140625,35.94737243652344,1862,north carolina,avery,"north carolina,avery"
-81.96734619140625,35.93018341064453,1862,north carolina,avery,"north carolina,avery"
-81.9902572631836,35.918724060058594,1862,north carolina,avery,"north carolina,avery"
-77.188873291015625,35.74110794067383,1863,north carolina,beaufort,"north carolina,beaufort"
-77.17741394042969,35.7468376159668,1863,north carolina,beaufort,"north carolina,beaufort"
-77.005523681640625,35.666622161865234,1863,north carolina,beaufort,"north carolina,beaufort"
-76.8279037475586,35.69527053833008,1863,north carolina,beaufort,"north carolina,beaufort"
-76.63310241699219,35.70100021362305,1863,north carolina,beaufort,"north carolina,beaufort"
-76.598724365234375,35.6723518371582,1863,north carolina,beaufort,"north carolina,beaufort"
-76.604461669921875,35.64943313598633,1863,north carolina,beaufort,"north carolina,beaufort"
-76.57008361816406,35.615055084228516,1863,north carolina,beaufort,"north carolina,beaufort"
-76.54715728759766,35.60932922363281,1863,north carolina,beaufort,"north carolina,beaufort"
-76.49559783935547,35.56922149658203,1863,north carolina,beaufort,"north carolina,beaufort"
-76.49559783935547,35.55775833129883,1863,north carolina,beaufort,"north carolina,beaufort"
-76.49559783935547,35.53483963012695,1863,north carolina,beaufort,"north carolina,beaufort"
-76.512786865234375,35.52338409423828,1863,north carolina,beaufort,"north carolina,beaufort"
-76.54715728759766,35.53483963012695,1863,north carolina,beaufort,"north carolina,beaufort"
-76.58726501464844,35.52338409423828,1863,north carolina,beaufort,"north carolina,beaufort"
-76.63310241699219,35.552032470703125,1863,north carolina,beaufort,"north carolina,beaufort"
-76.66175842285156,35.552032470703125,1863,north carolina,beaufort,"north carolina,beaufort"
-76.67321014404297,35.53483963012695,1863,north carolina,beaufort,"north carolina,beaufort"
-76.66175842285156,35.52338409423828,1863,north carolina,beaufort,"north carolina,beaufort"
-76.63310241699219,35.506195068359375,1863,north carolina,beaufort,"north carolina,beaufort"
-76.598724365234375,35.4832763671875,1863,north carolina,beaufort,"north carolina,beaufort"
-76.61592102050781,35.466087341308594,1863,north carolina,beaufort,"north carolina,beaufort"
-76.5929946899414,35.42598342895508,1863,north carolina,beaufort,"north carolina,beaufort"
-76.598724365234375,35.408790588378906,1863,north carolina,beaufort,"north carolina,beaufort"
-76.61592102050781,35.3916015625,1863,north carolina,beaufort,"north carolina,beaufort"
-76.63310241699219,35.3916015625,1863,north carolina,beaufort,"north carolina,beaufort"
-76.67321014404297,35.420249938964844,1863,north carolina,beaufort,"north carolina,beaufort"
-76.690399169921875,35.42598342895508,1863,north carolina,beaufort,"north carolina,beaufort"
-76.70758819580078,35.42598342895508,1863,north carolina,beaufort,"north carolina,beaufort"
-76.74769592285156,35.42598342895508,1863,north carolina,beaufort,"north carolina,beaufort"
-76.79353332519531,35.44316864013672,1863,north carolina,beaufort,"north carolina,beaufort"
-76.79926300048828,35.454627990722656,1863,north carolina,beaufort,"north carolina,beaufort"
-76.79353332519531,35.47754669189453,1863,north carolina,beaufort,"north carolina,beaufort"
-76.80499267578125,35.4832763671875,1863,north carolina,beaufort,"north carolina,beaufort"
-76.81645202636719,35.4832763671875,1863,north carolina,beaufort,"north carolina,beaufort"
-76.83937072753906,35.460357666015625,1863,north carolina,beaufort,"north carolina,beaufort"
-76.850830078125,35.454627990722656,1863,north carolina,beaufort,"north carolina,beaufort"
-76.86228942871094,35.460357666015625,1863,north carolina,beaufort,"north carolina,beaufort"
-76.99979400634766,35.506195068359375,1863,north carolina,beaufort,"north carolina,beaufort"
-77.0169906616211,35.500465393066406,1863,north carolina,beaufort,"north carolina,beaufort"
-77.02272033691406,35.4832763671875,1863,north carolina,beaufort,"north carolina,beaufort"
-77.02272033691406,35.47754669189453,1863,north carolina,beaufort,"north carolina,beaufort"
-76.97688293457031,35.460357666015625,1863,north carolina,beaufort,"north carolina,beaufort"
-76.97688293457031,35.44316864013672,1863,north carolina,beaufort,"north carolina,beaufort"
-76.97115325927734,35.43743896484375,1863,north carolina,beaufort,"north carolina,beaufort"
-76.93104553222656,35.44316864013672,1863,north carolina,beaufort,"north carolina,beaufort"
-76.90812683105469,35.42598342895508,1863,north carolina,beaufort,"north carolina,beaufort"
-76.89093780517578,35.414520263671875,1863,north carolina,beaufort,"north carolina,beaufort"
-76.868011474609375,35.414520263671875,1863,north carolina,beaufort,"north carolina,beaufort"
-76.84510040283203,35.414520263671875,1863,north carolina,beaufort,"north carolina,beaufort"
-76.82218170166016,35.4030647277832,1863,north carolina,beaufort,"north carolina,beaufort"
-76.82218170166016,35.38014602661133,1863,north carolina,beaufort,"north carolina,beaufort"
-76.81645202636719,35.368682861328125,1863,north carolina,beaufort,"north carolina,beaufort"
-76.78780364990234,35.38014602661133,1863,north carolina,beaufort,"north carolina,beaufort"
-76.75342559814453,35.38014602661133,1863,north carolina,beaufort,"north carolina,beaufort"
-76.74769592285156,35.368682861328125,1863,north carolina,beaufort,"north carolina,beaufort"
-76.74769592285156,35.36295700073242,1863,north carolina,beaufort,"north carolina,beaufort"
-76.76488494873047,35.345767974853516,1863,north carolina,beaufort,"north carolina,beaufort"
-76.76488494873047,35.33430862426758,1863,north carolina,beaufort,"north carolina,beaufort"
-76.74769592285156,35.328575134277344,1863,north carolina,beaufort,"north carolina,beaufort"
-76.690399169921875,35.345767974853516,1863,north carolina,beaufort,"north carolina,beaufort"
-76.66175842285156,35.34003829956055,1863,north carolina,beaufort,"north carolina,beaufort"
-76.650299072265625,35.33430862426758,1863,north carolina,beaufort,"north carolina,beaufort"
-76.650299072265625,35.30565643310547,1863,north carolina,beaufort,"north carolina,beaufort"
-76.63310241699219,35.2942008972168,1863,north carolina,beaufort,"north carolina,beaufort"
-76.62737274169922,35.2942008972168,1863,north carolina,beaufort,"north carolina,beaufort"
-76.5929946899414,35.254093170166016,1863,north carolina,beaufort,"north carolina,beaufort"
-76.8279037475586,35.208255767822266,1863,north carolina,beaufort,"north carolina,beaufort"
-76.90239715576172,35.254093170166016,1863,north carolina,beaufort,"north carolina,beaufort"
-76.97688293457031,35.3113899230957,1863,north carolina,beaufort,"north carolina,beaufort"
-77.20033264160156,35.414520263671875,1863,north carolina,beaufort,"north carolina,beaufort"
-77.18314361572266,35.49473571777344,1863,north carolina,beaufort,"north carolina,beaufort"
-77.18314361572266,35.51765441894531,1863,north carolina,beaufort,"north carolina,beaufort"
-77.17741394042969,35.52911376953125,1863,north carolina,beaufort,"north carolina,beaufort"
-77.12584686279297,35.55775833129883,1863,north carolina,beaufort,"north carolina,beaufort"
-77.11439514160156,35.56922149658203,1863,north carolina,beaufort,"north carolina,beaufort"
-77.12584686279297,35.592140197753906,1863,north carolina,beaufort,"north carolina,beaufort"
-77.143035888671875,35.59786605834961,1863,north carolina,beaufort,"north carolina,beaufort"
-77.14876556396484,35.59786605834961,1863,north carolina,beaufort,"north carolina,beaufort"
-77.16022491455078,35.63224792480469,1863,north carolina,beaufort,"north carolina,beaufort"
-77.17168426513672,35.64370346069336,1863,north carolina,beaufort,"north carolina,beaufort"
-77.17168426513672,35.6723518371582,1863,north carolina,beaufort,"north carolina,beaufort"
-77.188873291015625,35.70100021362305,1863,north carolina,beaufort,"north carolina,beaufort"
-77.188873291015625,35.74110794067383,1863,north carolina,beaufort,"north carolina,beaufort"
-76.77061462402344,35.87862014770508,1864,north carolina,bertie,"north carolina,bertie"
-76.81072235107422,35.89007568359375,1864,north carolina,bertie,"north carolina,bertie"
-76.8336410522461,35.88434600830078,1864,north carolina,bertie,"north carolina,bertie"
-76.83937072753906,35.872886657714844,1864,north carolina,bertie,"north carolina,bertie"
-76.84510040283203,35.84423828125,1864,north carolina,bertie,"north carolina,bertie"
-76.85655975341797,35.83278274536133,1864,north carolina,bertie,"north carolina,bertie"
-76.87947845458984,35.81559371948242,1864,north carolina,bertie,"north carolina,bertie"
-76.89666748046875,35.83278274536133,1864,north carolina,bertie,"north carolina,bertie"
-76.89093780517578,35.861427307128906,1864,north carolina,bertie,"north carolina,bertie"
-76.89666748046875,35.88434600830078,1864,north carolina,bertie,"north carolina,bertie"
-76.913848876953125,35.89007568359375,1864,north carolina,bertie,"north carolina,bertie"
-76.93677520751953,35.89007568359375,1864,north carolina,bertie,"north carolina,bertie"
-76.96541595458984,35.88434600830078,1864,north carolina,bertie,"north carolina,bertie"
-76.99979400634766,35.872886657714844,1864,north carolina,bertie,"north carolina,bertie"
-77.03990173339844,35.861427307128906,1864,north carolina,bertie,"north carolina,bertie"
-77.06282806396484,35.867156982421875,1864,north carolina,bertie,"north carolina,bertie"
-77.03417205810547,35.89007568359375,1864,north carolina,bertie,"north carolina,bertie"
-77.02845001220703,35.912994384765625,1864,north carolina,bertie,"north carolina,bertie"
-77.03417205810547,35.93018341064453,1864,north carolina,bertie,"north carolina,bertie"
-77.05709075927734,35.94164276123047,1864,north carolina,bertie,"north carolina,bertie"
-77.08573913574219,35.9359130859375,1864,north carolina,bertie,"north carolina,bertie"
-77.1086654663086,35.93018341064453,1864,north carolina,bertie,"north carolina,bertie"
-77.13157653808594,35.93018341064453,1864,north carolina,bertie,"north carolina,bertie"
-77.15450286865234,35.94737243652344,1864,north carolina,bertie,"north carolina,bertie"
-77.188873291015625,35.9359130859375,1864,north carolina,bertie,"north carolina,bertie"
-77.20606231689453,35.94164276123047,1864,north carolina,bertie,"north carolina,bertie"
-77.20033264160156,35.97029113769531,1864,north carolina,bertie,"north carolina,bertie"
-77.20033264160156,35.97602081298828,1864,north carolina,bertie,"north carolina,bertie"
-77.2117919921875,35.99320983886719,1864,north carolina,bertie,"north carolina,bertie"
-77.22325134277344,36.004669189453125,1864,north carolina,bertie,"north carolina,bertie"
-77.24044036865234,36.02185821533203,1864,north carolina,bertie,"north carolina,bertie"
-77.32637786865234,36.05623245239258,1864,north carolina,bertie,"north carolina,bertie"
-77.32637786865234,36.07915115356445,1864,north carolina,bertie,"north carolina,bertie"
-77.30919647216797,36.09061050415039,1864,north carolina,bertie,"north carolina,bertie"
-77.27481842041016,36.09634017944336,1864,north carolina,bertie,"north carolina,bertie"
-77.25762939453125,36.09634017944336,1864,north carolina,bertie,"north carolina,bertie"
-77.24044036865234,36.10206985473633,1864,north carolina,bertie,"north carolina,bertie"
-77.24044036865234,36.10780334472656,1864,north carolina,bertie,"north carolina,bertie"
-77.26908874511719,36.14217758178711,1864,north carolina,bertie,"north carolina,bertie"
-77.29200744628906,36.165096282958984,1864,north carolina,bertie,"north carolina,bertie"
-77.303466796875,36.17082214355469,1864,north carolina,bertie,"north carolina,bertie"
-77.30919647216797,36.1994743347168,1864,north carolina,bertie,"north carolina,bertie"
-77.30919647216797,36.210933685302734,1864,north carolina,bertie,"north carolina,bertie"
-77.2862777709961,36.205204010009766,1864,north carolina,bertie,"north carolina,bertie"
-77.26908874511719,36.21665954589844,1864,north carolina,bertie,"north carolina,bertie"
-77.24044036865234,36.21665954589844,1864,north carolina,bertie,"north carolina,bertie"
-77.2289810180664,36.22239303588867,1864,north carolina,bertie,"north carolina,bertie"
-77.2117919921875,36.24531173706055,1864,north carolina,bertie,"north carolina,bertie"
-77.188873291015625,36.233848571777344,1864,north carolina,bertie,"north carolina,bertie"
-77.16022491455078,36.233848571777344,1864,north carolina,bertie,"north carolina,bertie"
-76.71904754638672,36.233848571777344,1864,north carolina,bertie,"north carolina,bertie"
-76.73050689697266,36.22239303588867,1864,north carolina,bertie,"north carolina,bertie"
-76.74769592285156,36.210933685302734,1864,north carolina,bertie,"north carolina,bertie"
-76.74769592285156,36.19374084472656,1864,north carolina,bertie,"north carolina,bertie"
-76.74769592285156,36.165096282958984,1864,north carolina,bertie,"north carolina,bertie"
-76.736236572265625,36.08488464355469,1864,north carolina,bertie,"north carolina,bertie"
-76.71331787109375,36.0333137512207,1864,north carolina,bertie,"north carolina,bertie"
-76.690399169921875,36.004669189453125,1864,north carolina,bertie,"north carolina,bertie"
-76.6846694946289,35.99320983886719,1864,north carolina,bertie,"north carolina,bertie"
-76.690399169921875,35.98175048828125,1864,north carolina,bertie,"north carolina,bertie"
-76.71904754638672,35.97029113769531,1864,north carolina,bertie,"north carolina,bertie"
-76.73050689697266,35.94164276123047,1864,north carolina,bertie,"north carolina,bertie"
-76.73050689697266,35.93018341064453,1864,north carolina,bertie,"north carolina,bertie"
-76.72477722167969,35.918724060058594,1864,north carolina,bertie,"north carolina,bertie"
-76.736236572265625,35.90153884887695,1864,north carolina,bertie,"north carolina,bertie"
-76.74769592285156,35.88434600830078,1864,north carolina,bertie,"north carolina,bertie"
-76.77061462402344,35.87862014770508,1864,north carolina,bertie,"north carolina,bertie"
-78.89628601074219,34.83583450317383,1865,north carolina,bladen,"north carolina,bladen"
-78.816070556640625,34.847293853759766,1865,north carolina,bladen,"north carolina,bladen"
-78.77596282958984,34.847293853759766,1865,north carolina,bladen,"north carolina,bladen"
-78.4952163696289,34.847293853759766,1865,north carolina,bladen,"north carolina,bladen"
-78.4665756225586,34.83010482788086,1865,north carolina,bladen,"north carolina,bladen"
-78.38636016845703,34.74989318847656,1865,north carolina,bladen,"north carolina,bladen"
-78.363433837890625,34.709781646728516,1865,north carolina,bladen,"north carolina,bladen"
-78.34625244140625,34.69832229614258,1865,north carolina,bladen,"north carolina,bladen"
-78.33479309082031,34.686866760253906,1865,north carolina,bladen,"north carolina,bladen"
-78.32332611083984,34.66394805908203,1865,north carolina,bladen,"north carolina,bladen"
-78.317596435546875,34.641029357910156,1865,north carolina,bladen,"north carolina,bladen"
-78.2832260131836,34.595191955566406,1865,north carolina,bladen,"north carolina,bladen"
-78.24884796142578,34.560813903808594,1865,north carolina,bladen,"north carolina,bladen"
-78.25457763671875,34.54362869262695,1865,north carolina,bladen,"north carolina,bladen"
-78.24884796142578,34.52643585205078,1865,north carolina,bladen,"north carolina,bladen"
-78.19728088378906,34.4806022644043,1865,north carolina,bladen,"north carolina,bladen"
